TotalDisplacement 47551034
MaxDisplacement 4809
NumCells 51382
c22675 44088 -26152
c25096 44022 -18088
c48758 45408 -5488
c30549 45870 -48328
c7423 45078 20216
c25099 45210 -55384
c44813 45474 45416
c45492 45936 -48832
c31391 44484 43400
c686 44484 38864
c39535 44682 -14560
c13583 45672 -5488
c3739 45474 -53872
c22629 45078 36344
c8073 45012 54992
c41180 45012 26768
c47764 45936 -5488
c40744 44880 43400
c7092 45276 29792
c26399 45474 13664
c27561 43758 48944
c28207 45078 -24136
c34516 45606 -49336
c3560 43230 27776
c16086 44550 27272
c19318 45144 -30688
c44454 45342 17696
c5094 43758 4592
c22892 43758 27776
c45907 45012 45920
c19423 46002 61544
c547 46332 11144
c33750 44286 27776
c14269 44286 47432
c18798 45738 45416
c42763 46002 -48328
c46766 44814 27272
c38137 44814 48944
c34337 45606 29288
c13587 44022 4592
c16024 45936 5600
c33401 45276 -55888
c40572 43230 58520
c28090 44352 51464
c4240 44682 4592
c18466 44748 22736
c4565 46134 -30184
c30843 46002 -24136
c26685 45210 56504
c29933 45804 5096
c15738 44748 -26656
c3286 45144 54488
c36110 45342 44912
c39055 45408 45920
c48145 45540 30800
c50654 45936 -10024
c17955 45408 -25144
c24019 45342 20216
c36987 45276 -24640
c51183 45342 7112
c29637 45276 -14056
c39423 45540 45920
c49680 43956 26264
c24207 44616 -18592
c30572 44550 27776
c29871 44154 37856
c23138 46200 54992
c26353 45870 43904
c33581 45540 -24640
c24912 45672 12152
c32624 44616 17192
c41990 46332 54488
c29878 44748 23240
c50985 45210 37856
c16404 45144 32312
c20682 44880 38360
c15308 45342 28280
c29581 45342 -42280
c39809 45012 26264
c47005 44880 -26656
c13769 45804 6104
c42140 45210 6608
c1155 45870 -9520
c2990 45078 -15064
c17558 45540 -36232
c8572 45540 32312
c9578 45606 20216
c35105 45672 -24640
c8700 46200 55496
c30518 45804 45920
c21414 44484 -26152
c24761 45210 36344
c34249 44748 50456
c20594 44220 46928
c40548 45474 28784
c51328 44550 -25648
c5299 43494 4088
c13353 46662 10640
c44263 45672 -40264
c38821 46002 45416
c3180 45276 -23632
c44363 44748 -26152
c18476 45738 9632
c40938 43824 -27160
c20126 44880 -26152
c20496 46332 11648
c16841 44946 47432
c13008 45540 -17584
c37279 45342 36344
c12436 44286 7616
c27501 45342 4592
c38280 45606 -42280
c25142 43626 25760
c14696 46068 26768
c24269 44880 18200
c3985 45144 18200
c29075 46596 5600
c38205 45870 28280
c12610 44352 -27160
c30953 46002 29288
c31570 45408 53984
c31300 46464 -16576
c24651 44946 31808
c1672 46728 11144
c18659 44682 25760
c37588 45936 -24640
c23460 45870 27272
c7268 44154 4088
c375 45474 47936
c28431 46134 -24136
c30792 45606 47432
c11552 46200 -21112
c48092 46134 27272
c39203 45474 6608
c46091 44814 7616
c3285 45672 -36232
c6835 45606 27776
c23444 44814 -25648
c5007 46068 -15568
c29368 46002 28784
c20098 45804 29792
c2215 46134 9632
c39196 45606 -44296
c47776 45012 -2464
c4425 44814 4088
c25444 46728 10136
c9500 46134 -48328
c31297 45342 -15064
c42887 44682 42896
c12382 45012 -27160
c36849 46464 5096
c15955 46068 30296
c24689 45078 -14560
c21527 46002 4592
c2914 45804 -25144
c33886 45078 42896
c41255 45144 -26152
c16677 46134 -27664
c12013 46266 -21616
c29653 46068 26264
c34703 45144 -1960
c10465 45474 4088
c7154 46266 -24136
c41324 45342 -25648
c46001 45738 6608
c30830 45144 -31192
c33553 45606 42896
c22481 46398 28280
c15959 45210 46424
c10529 46332 -15568
c50553 45540 -26656
c42712 46398 9632
c40783 45474 48440
c48256 45540 -23632
c9426 44814 49448
c11522 46200 -10528
c43400 47058 10640
c34497 46200 45920
c44192 46464 -24640
c39737 45672 -23632
c1204 46464 6104
c47786 45408 -2968
c4235 45408 -37744
c41182 45474 36344
c50837 44814 36848
c45095 45012 -7000
c23291 45672 -2968
c15867 45672 -26152
c18031 46134 44408
c27035 43890 3584
c20828 45474 -42784
c15407 45012 39368
c18694 45738 25760
c27948 45804 -26152
c3111 46200 -25144
c3104 45276 -7000
c11333 46068 -26656
c23559 45540 8624
c3537 44352 25256
c44180 44748 37352
c27863 46332 -26152
c33937 46068 35840
c8391 45936 -23632
c16847 46332 -23632
c34182 46992 10136
c45774 45144 46928
c19594 45870 44912
c27469 46926 28280
c13743 46200 -26656
c17369 44946 36848
c25092 45870 -25648
c13854 44880 -61936
c355 45804 -61936
c83 46662 9632
c10265 46794 -24136
c34709 45804 -36232
c30437 46200 9128
c1450 45408 -27160
c33703 45276 25256
c34657 45672 -7504
c42206 45738 -4984
c12155 46596 -26656
c50926 45870 -3472
c35683 46134 44912
c17188 46728 -26152
c26703 44616 24752
c21551 46134 -25648
c50435 45936 -27160
c6023 45210 36848
c35863 45936 -7504
c5919 46002 6608
c27204 46596 -23632
c22851 46002 -4984
c30151 45804 8624
c21125 46530 28784
c19720 45276 -6496
c30479 46068 50960
c26497 45540 -6496
c36311 45342 7616
c37378 46662 -27664
c48129 46860 -24640
c22379 45606 7616
c4360 45606 -50344
c14781 45276 51464
c28095 45672 32816
c18075 45804 46928
c16539 45540 -7000
c34088 46992 -26656
c16764 46200 -27160
c39799 46332 -27160
c16917 46794 28784
c51207 46530 29288
c40501 47124 -26656
c27552 46398 43904
c3276 45804 -7000
c25474 46398 -22624
c14962 46134 -47320
c31808 45144 -18592
c21636 45672 51464
c49842 46134 -3472
c39804 45936 -2968
c15452 45804 -6496
c25267 46068 43400
c41183 45738 -5992
c9497 46068 -7000
c305 45276 37352
c23355 46266 7112
c6911 46596 -27160
c23985 46728 -27160
c35415 46200 43400
c45785 46200 -5488
c6024 46464 9128
c28820 47124 -26152
c45404 45408 -1960
c16926 46068 -6496
c37040 46728 -23632
c32684 45276 -37240
c22367 45540 -37744
c5534 44418 -60928
c28710 46530 -25648
c15125 45276 23240
c1902 45936 38360
c2031 46860 -27160
c51254 44946 19712
c11733 46332 43400
c42298 46332 -7000
c23645 45276 -2464
c17308 46068 51464
c26883 45804 50456
c36096 46266 6608
c41315 47256 -26152
c49415 45672 -1960
c15145 44550 49952
c24350 46200 -2968
c33457 45606 36344
c42938 46068 8624
c47645 45606 46424
c45043 46926 9632
c29670 45936 -47824
c12980 46002 -5992
c49106 45870 7616
c3204 46464 -5488
c50894 45672 14168
c18881 46200 -7504
c24357 46266 34832
c37672 45276 22736
c14767 46332 -28168
c46962 45540 24752
c33799 46002 -4480
c30028 45936 -38248
c27703 44682 19208
c44630 44814 24248
c43108 45936 24752
c43148 45606 17696
c7972 46596 -7000
c7535 46728 6104
c23713 46266 -4480
c32285 45540 -43288
c5645 45144 51968
c13232 45276 15176
c43555 45012 38864
c17506 46266 -4984
c18611 44946 49952
c24900 47124 26768
c36280 46332 -6496
c14120 45342 19712
c25427 46332 -17080
c4049 46332 45920
c29712 44946 18704
c958 45606 -8008
c15391 45870 -50344
c2888 45210 24248
c764 46332 29792
c33244 46332 35840
c1858 46464 -25144
c20014 46464 -47824
c46856 46530 6608
c6606 45540 15176
c19 45870 -8008
c28439 46200 -42280
c19009 45672 17192
c7229 46200 24752
c20581 46134 -8008
c14542 46662 27776
c13139 46398 44408
c22876 46464 -7504
c21610 46266 -5992
c7237 45804 1064
c3044 46266 -48328
c38412 46200 50456
c6536 47124 5600
c38107 46728 -5488
c38207 46992 5096
c3410 46464 50960
c5148 45078 15680
c43592 44550 3584
c21348 47124 -27160
c46821 46860 -7000
c47356 46530 36344
c49700 46530 -5992
c42685 46464 51464
c49876 46596 50456
c35430 46002 2072
c27014 46332 37352
c15837 45540 -2464
c29721 46530 44912
c8776 45012 -32704
c36882 46728 -7504
c46593 44880 22232
c37397 46530 -4984
c15195 46398 -3472
c10553 45342 31304
c50747 45540 51968
c30768 46596 -6496
c39529 46860 -6496
c6839 45936 -32704
c8984 46662 4592
c15325 46398 -8008
c14690 45276 -59416
c15562 46134 42896
c8840 45210 19208
c36939 46134 48440
c4940 45804 51968
c1751 46200 -34216
c25190 46860 50960
c3445 46200 51968
c472 45672 -52864
c47149 46662 44912
c12995 46266 47432
c3670 46662 -3472
c49338 46992 -5488
c3039 46530 -4480
c24320 46530 7112
c27329 46596 45416
c47898 46398 -61432
c50807 45936 -1960
c30607 46464 -34216
c10407 46134 7616
c6842 46002 49952
c30195 46464 51968
c14852 46200 25256
c26855 46926 43904
c7698 46860 51464
c17356 47124 -7000
c18557 46662 -8008
c8583 45804 23240
c35623 46794 -23128
c22838 46794 -5992
c16561 45606 18704
c36774 45408 -60424
c22215 46068 15176
c43479 46662 13664
c5821 45078 16184
c40445 46464 25256
c27699 46068 32816
c46922 46068 -31192
c46290 47124 -6496
c27429 45540 38864
c50216 46464 22736
c6834 45606 15680
c9365 46398 -12544
c12544 46332 15176
c26635 46794 48440
c34202 46662 13160
c31810 46200 -34720
c11844 46200 -10024
c36626 46464 -2968
c42639 46992 -7504
c47511 44088 16688
c35273 45342 23744
c9973 45870 15680
c14097 45342 3584
c29728 46134 4088
c16207 47190 6608
c41171 45870 -60928
c37319 46794 -3976
c30763 45870 23744
c26100 46728 51968
c10451 45672 -33208
c7529 45870 31304
c22879 44616 16688
c32034 47058 28784
c10671 46002 18704
c8157 47388 6104
c15587 46728 -31192
c37489 46002 59528
c35222 44154 3080
c7650 46464 32816
c35042 46068 22232
c31954 46068 12152
c39419 46068 38864
c9861 44814 3080
c21836 46596 -12040
c27959 46464 22232
c26157 46596 -11032
c13998 45342 49448
c11543 46794 -51352
c36154 46266 37856
c43801 45210 2576
c563 46002 3584
c31350 46926 44408
c5205 46002 2576
c26270 46662 -11536
c1380 44682 -59920
c6156 45474 3080
c17201 46266 2072
c13300 45474 -39760
c28241 46794 4088
c25491 46596 15176
c43509 46662 2576
c14416 46530 18704
c28856 47652 6104
c27857 46794 -4480
c46047 46464 -10528
c18657 46728 15176
c4213 46926 18704
c14547 46530 -21616
c28629 45408 21728
c30097 46266 15680
c29561 47058 -5992
c32072 47322 -11536
c28492 45474 -18088
c7145 47784 5600
c25767 46134 23744
c46598 45738 -18088
c18690 45408 -13048
c41903 46926 2072
c40379 46134 3080
c28307 47058 -12544
c42942 45804 -18592
c47942 46926 -51856
c39575 46134 30800
c1986 46332 56000
c7255 46992 -10528
c24973 46992 51968
c49268 45474 19208
c50102 45606 19208
c36060 46398 49952
c8968 47652 5096
c23273 47256 51464
c7318 45738 -44296
c24583 46728 -10024
c5903 45672 21728
c47618 46992 50456
c32569 46068 -13048
c13147 46068 -37744
c35928 46068 -31696
c33051 46926 -23632
c1164 44748 52976
c21637 46200 -18592
c42412 46926 55496
c17644 45210 31808
c9132 45210 -19096
c8753 46662 23744
c39147 45936 21728
c44222 46200 21728
c14706 45474 16184
c26657 47256 50960
c33679 45738 19208
c38886 47652 -10528
c43242 46992 29288
c13972 46002 19208
c49496 45738 49448
c37986 46530 14672
c36715 46728 -13048
c35690 46992 22736
c34097 45738 19712
c1684 46596 38360
c32286 45144 53480
c11044 46926 14672
c49949 46200 52472
c48931 46134 19712
c45558 46860 43400
c29151 45606 -15064
c44407 47058 25760
c24113 46992 23240
c22106 46134 20720
c41739 47388 50456
c3469 46662 19208
c43316 45078 59024
c17692 47256 51968
c33432 46200 -9520
c23213 46728 46928
c21444 47124 15176
c46375 45672 52976
c5173 46266 20720
c20593 45144 12656
c883 46134 36848
c6532 45672 -33712
c22226 47190 27272
c4634 45672 -54376
c9472 45474 -55384
c43559 46992 22232
c45123 47454 7112
c44250 45606 24248
c23685 45804 16688
c20524 46464 52472
c15019 46530 59024
c20150 45804 -37240
c36811 45144 -36736
c12229 45606 16184
c18858 47718 6608
c37755 47190 14672
c5329 46728 -16576
c14790 46596 21728
c38200 45540 21224
c21157 46530 47936
c30738 47256 22232
c27063 46266 19712
c29345 46662 19712
c33112 46728 -61936
c8141 47124 45920
c34968 46596 -37744
c11222 47058 36848
c28312 46398 56504
c12771 47058 36344
c12599 47850 17696
c25253 46662 3584
c26958 47256 22736
c47061 46794 49952
c28346 45408 -55888
c5560 46992 37352
c891 46728 52472
c13969 47256 23240
c7648 46596 38864
c49035 47256 -11032
c6989 45738 31808
c35254 45540 39368
c30636 46596 39368
c38957 46992 52472
c32535 47124 25256
c42812 47190 23744
c11291 46992 21728
c36367 47058 19208
c26382 46662 15680
c13557 47322 4592
c7704 45804 -33712
c1960 46266 16184
c41510 45540 56
c8339 45936 21224
c11699 47454 18704
c2946 46134 49448
c22433 45870 48944
c21848 47388 18200
c21193 46200 21224
c40308 45936 32312
c3681 47256 21728
c7952 45606 58016
c40195 45738 57512
c8084 46728 11648
c26509 48048 5600
c10099 47982 6608
c8889 47058 7616
c39073 46728 -22120
c38142 45738 -53872
c30046 46464 21224
c41033 47520 50960
c12970 47784 56000
c16598 47454 23744
c34639 45210 -448
c47083 46398 49448
c30590 46992 21224
c11063 47322 7616
c26083 46794 3080
c44896 46332 16688
c36069 46530 20720
c26014 46860 32816
c1911 46926 20720
c27549 45606 560
c27647 47322 2576
c13104 46266 31304
c41996 47256 -12040
c11849 47322 3584
c45141 47916 -12040
c10504 45936 -52864
c33472 47454 31304
c31526 48180 6104
c24311 47256 32816
c10150 47322 20720
c35639 47256 21224
c30983 48180 -61936
c15263 47124 -33712
c43117 47718 -12544
c18446 46464 -55888
c11656 45408 -1456
c176 47652 22736
c41267 45672 -1456
c478 44748 -952
c26175 47784 21728
c1045 45738 58520
c35033 46530 -16072
c33221 47256 -5488
c45 47916 17192
c40927 47586 18704
c32941 46134 24248
c48229 46002 -19600
c35637 47982 -11536
c746 46794 49448
c48646 47124 -16576
c10724 47520 21224
c7959 45408 -952
c39597 47454 25760
c47444 46398 24248
c43099 46926 -16072
c9130 47124 -30688
c41980 47586 2072
c7803 46794 15680
c17500 47586 20720
c9559 46860 -33208
c24328 46200 -1960
c20165 47784 22232
c45381 47982 18704
c36458 46596 40376
c45617 47784 23240
c19424 47520 51968
c44712 46596 -15568
c15201 48180 17192
c34624 47916 22736
c13517 46266 31808
c24287 47520 51464
c38048 47124 38360
c11490 46926 48944
c28641 47586 47936
c31567 45870 -448
c19550 46992 -17584
c47340 47454 26264
c48286 47388 25256
c8198 45408 -50848
c24161 47982 20720
c37122 47916 18200
c49378 47256 -34720
c363 47256 12152
c43391 46332 -1456
c1139 47388 20216
c30423 46926 24248
c28229 46596 24752
c663 47454 24248
c20902 47916 -11032
c23148 47982 23744
c46707 46794 -22624
c17488 48180 21728
c19438 47322 27272
c40510 46134 -448
c51270 48048 18200
c11186 46728 -1960
c9107 47454 16184
c31605 47190 44912
c42598 47058 19712
c40580 47190 49952
c14648 47850 56504
c12614 46794 -448
c13109 46068 -952
c17359 46464 39872
c48208 47190 -22624
c33059 47916 21224
c178 45606 -54880
c28213 48444 21728
c51250 46860 -54376
c1130 47058 43904
c49732 45804 -2464
c5660 48180 21224
c43287 47586 19208
c17747 47586 16184
c18580 47124 24752
c16778 46992 -37240
c43958 47454 4088
c39906 47322 15680
c3584 47256 -18592
c36175 47190 47432
c30260 46596 12656
c21640 47388 -7000
c16233 46530 -19600
c33664 46992 -1456
c29437 47454 3080
c33614 47982 16184
c35915 47520 15176
c28601 47982 4088
c14318 46860 -952
c43254 46464 -2464
c37224 47982 2576
c21940 46002 -39760
c26712 47322 -16072
c16824 46134 -39256
c40636 47520 -16576
c42796 46596 -31696
c29624 46464 -42280
c10379 46992 -55888
c38778 46332 56
c6146 47322 -5992
c13343 48246 16184
c43999 47718 24248
c48237 47652 -1960
c13742 48312 22232
c47622 45738 57008
c6823 46992 56
c49147 47124 11144
c38974 47982 3584
c25538 48444 22736
c24322 47454 -448
c49666 45342 -14560
c34966 47982 24248
c51092 47388 -13048
c9036 48114 18704
c26819 47454 10640
c32800 45672 -58912
c43312 46068 -40768
c24667 45672 -43288
c41687 46134 -56392
c42638 46596 52976
c31258 47784 51464
c20118 46794 31808
c12493 47454 48944
c16736 46332 -36736
c3583 47652 -13048
c33858 48246 23744
c12007 47520 16688
c14658 46860 -36736
c3454 48378 -56392
c19239 47652 -1456
c29203 48576 17192
c31236 47586 -16072
c21248 47652 24752
c5465 47124 -2464
c16606 46926 -53872
c38052 45738 -44800
c28177 48246 4088
c2774 48246 24248
c39851 46266 -54880
c20365 48312 -1960
c48617 47718 14672
c22634 48048 15176
c25579 47388 11144
c20896 48378 -12544
c27945 48444 21224
c24066 47784 -16576
c8409 48048 16688
c28925 48246 3584
c30991 47520 -37240
c1989 47850 48944
c21067 47190 49448
c8190 48312 23240
c31595 47520 -952
c421 48576 -12040
c25578 45738 -45304
c9453 47784 -2464
c12224 47982 4592
c1429 47652 -18592
c5455 46398 560
c29990 46068 53480
c16534 47784 25256
c40166 47124 -32704
c34093 47322 36848
c14971 47982 19208
c22941 46002 -44296
c40643 47190 -53872
c44668 46992 -28168
c15235 47916 -13048
c3373 46200 -43288
c26330 46464 32312
c33300 48510 23744
c12069 48312 -1456
c36480 47454 27272
c48542 47850 48440
c40628 46266 -53368
c31328 46728 -2968
c40052 45804 -43792
c17095 47388 -2968
c19410 46860 12656
c14591 47784 -37744
c31868 47124 -17584
c19961 48378 17696
c9225 48510 15680
c11419 48180 16688
c35851 47058 560
c19981 48114 -448
c17479 47586 -22624
c1081 48642 -11536
c6435 47850 26264
c32204 47982 3080
c11066 47454 49952
c26534 47652 39368
c42297 47388 -32704
c14339 48510 3584
c49282 48246 4592
c444 47190 27776
c26506 46464 -48832
c33008 47652 56
c33392 47850 47432
c13660 47322 42896
c50773 46266 -58408
c29058 46728 -25144
c33203 47718 49952
c19409 46596 -48832
c41682 48378 18704
c49541 46068 1064
c28077 45936 -36232
c3535 46728 -13552
c6172 46332 -43792
c27541 48576 18200
c29286 47388 -17584
c13229 46992 -15568
c31216 48312 56
c43891 46992 -13552
c10604 47652 46928
c17266 47718 42896
c14104 47718 560
c24040 48180 24752
c20170 46464 53480
c30318 46992 52976
c41252 47784 26768
c35380 47586 28280
c19806 48180 -952
c6426 46728 -32200
c29261 46530 -44296
c18111 46728 1064
c36584 46794 -21616
c31198 46860 53480
c3899 46266 -44800
c2727 47388 -15568
c35442 46794 -48328
c5185 46860 40376
c25490 45606 -19096
c6233 48246 3080
c15289 48246 36848
c45085 47058 -48328
c11408 47190 -18088
c19914 47190 -48328
c35153 47586 43904
c47573 45870 -40264
c20808 46860 -31696
c10186 47388 -36736
c18272 46068 53984
c34423 48378 2576
c30083 48840 -12040
c19925 46992 39872
c2066 46794 -58408
c35847 48774 16184
c26729 47388 1064
c49527 47916 -18592
c36533 47388 10136
c28225 46926 31808
c48830 47652 38864
c32019 47256 33320
c2569 47124 -31696
c11541 47454 49448
c4097 47652 38360
c6413 46992 -32200
c34881 46530 -53368
c27198 46200 -59416
c17976 47190 -21616
c22511 47454 31808
c10408 48048 -16576
c14620 46266 -14056
c17883 46728 -59416
c48225 47916 38360
c18229 46068 -38248
c8545 47520 -13552
c17940 46464 -36232
c30677 46794 -4984
c21172 47586 -44296
c16442 47322 37856
c16063 47256 -52360
c33468 46992 -36232
c22610 46398 30800
c37771 46860 -58912
c42276 48048 -37240
c31547 47784 -32704
c12424 46596 -38248
c3026 47520 -28168
c43981 47718 -5992
c20915 47388 -31696
c22035 47916 14168
c24420 47916 -36736
c9971 48312 -31696
c15057 46860 -38248
c46777 48774 24248
c31078 47058 44408
c36588 47454 -4984
c46367 47124 40880
c3248 48114 47936
c38458 48906 -12544
c37167 47520 -5488
c2438 48048 1064
c41554 48180 -5488
c1142 46134 -49336
c10187 48708 38864
c44339 47520 -36232
c39354 47784 -32200
c25282 46728 32312
c3814 46926 30800
c6011 45870 -59920
c50683 46860 32312
c20529 46398 -40264
c32248 47784 -15568
c14470 48444 -13048
c43236 48312 -37744
c20268 47058 -4480
c38478 47124 -38248
c28972 48774 -448
c43902 48378 560
c24456 49038 -448
c42068 47388 -6496
c40986 46134 61544
c19407 46926 61544
c44260 46332 61040
c4424 47124 61040
c5518 47718 61544
c24856 46266 60536
c49077 47916 61040
c50020 48048 -6496
c2478 47916 -7000
c11881 46398 1568
c5970 47718 31808
c30594 45276 -49840
c3244 47652 -38248
c22809 47718 -4480
c48353 48576 -37744
c33772 47322 -58408
c25382 45936 -35728
c35572 48444 -36736
c47418 47388 52976
c32890 48114 -4984
c3973 46794 -41272
c3378 48378 -4480
c18404 48972 56
c10953 48312 -15568
c47399 46464 53984
c42021 47520 -43792
c6922 46464 -35728
c48018 47124 -48832
c28142 48048 43400
c19148 48048 -54376
c38695 46794 -59920
c42962 47190 57008
c47938 48840 -5488
c26422 48576 -37240
c16797 47850 37856
c36967 47982 31304
c31503 47322 -49336
c25081 46860 -57904
c47517 48642 560
c39422 47058 -3976
c1401 46794 -25648
c50568 48708 -6496
c49718 48708 -36736
c18572 47718 -3976
c13762 47388 32312
c21553 45606 -42784
c14842 47916 -38248
c39110 48378 -3976
c28400 47652 32816
c10683 47124 -22120
c12618 47784 -33208
c27348 47190 -27664
c45031 48840 -37744
c7938 47322 -60928
c16099 47256 53480
c39387 47916 -59416
c247 47718 -51856
c16877 47190 44408
c50596 47982 42896
c22422 48048 -36232
c24270 47058 58016
c721 48312 -54376
c28671 48048 13664
c41328 47322 -54880
c2751 47388 -30688
c28619 47190 -39760
c42536 46926 -40264
c26242 47718 -21616
c10559 47850 -16072
c40457 47784 50456
c21213 48840 -37240
c49211 48246 -16072
c11822 47982 -51856
c39326 48312 -16576
c29614 46662 -21112
c21650 47454 -54880
c4559 47784 -27160
c27218 49104 -37240
c11081 46530 41888
c45372 47652 -30688
c13679 47784 52976
c2319 48246 -53872
c44686 47520 39872
c24065 48048 -28168
c33159 48180 -33208
c34354 46266 -14560
c33072 47388 -43288
c43500 46662 -42784
c15841 46662 41384
c25682 48444 -16576
c46574 47388 -57904
c23479 48180 32816
c36954 46002 42392
c33576 46398 42392
c5858 47190 34832
c48696 46860 53984
c17486 48444 -38248
c17723 47850 -54880
c19267 47520 11144
c42352 48840 -952
c31683 46992 -35728
c25540 47520 -55888
c34309 47652 53480
c9711 48444 11144
c12535 48114 -54880
c36286 48048 37352
c34148 48246 31808
c43140 47850 30296
c42548 47916 52472
c21868 48312 52472
c3177 47520 -35728
c40717 47718 -39760
c41347 49236 56
c28341 48246 -54880
c27523 47058 60536
c27886 47718 44408
c5540 46134 -50344
c37865 48246 31304
c8730 47850 -15064
c45550 46992 53984
c2558 47586 -24640
c11483 48510 -53872
c11640 48576 -36232
c50029 48048 -27160
c24454 47850 -61432
c42881 47388 53984
c34323 47388 33320
c33957 47718 -55384
c10659 48246 -51856
c34632 48048 -58912
c34211 47454 -44800
c13049 47718 -48328
c43709 48708 -15568
c8286 47850 -48328
c8399 47916 32312
c41797 48576 -54376
c25107 47058 41888
c2119 48510 61544
c49585 48708 61040
c41524 47982 60536
c49325 48906 560
c24219 48180 -52360
c34188 48642 2576
c523 48048 53480
c3172 48708 39368
c30217 48312 -28168
c51053 49302 -448
c42209 46794 -53368
c887 48312 -48832
c27284 46662 1568
c22298 48576 -32200
c24231 47322 -31192
c44516 48576 38360
c37284 47058 -53368
c34554 47322 -39256
c33813 47586 -39256
c38274 49236 -36736
c2811 49170 560
c10749 48972 -1456
c10481 46926 -45304
c13338 47916 -35728
c1838 47982 -48328
c11237 47586 -53368
c36617 47190 1568
c44939 48180 53480
c45148 48510 -48328
c1622 48708 -38248
c50181 48510 -58408
c11174 47784 53984
c23816 47322 -41272
c42425 47256 -40768
c38487 48180 52976
c27219 46134 60032
c5058 48972 1064
c41464 46992 54488
c49371 47850 -39256
c5165 47388 -38752
c44591 48576 53480
c20272 47784 -29680
c34184 47718 1568
c49299 48378 -5992
c40021 46992 -47824
c1173 48642 -5992
c36869 47388 54488
c25514 48246 -55384
c1257 47586 42392
c33421 47586 41888
c49446 46860 -42280
c10964 48510 47432
c47648 47454 -40264
c9717 47784 54488
c22207 48180 53984
c35608 48774 23744
c27021 48312 53984
c40516 48642 -54880
c11873 48510 31304
c28283 47190 -14056
c15265 49632 56
c5839 47982 -44800
c38260 47982 1568
c48896 48246 -39760
c16695 49434 560
c33854 48246 1568
c35534 48378 -39256
c1956 48510 1568
c8430 48114 -53368
c35080 48708 52472
c50689 48510 -27664
c25981 47520 -40768
c26911 48114 -15064
c25123 48180 50456
c24374 48774 -54880
c42142 48312 -10528
c12559 48246 44408
c24085 48444 53984
c48642 47520 -47824
c14107 48048 -47824
c21171 48708 23240
c7360 48048 -40768
c12204 47982 -40264
c1636 49038 24248
c7191 48576 53984
c18310 47850 -41272
c17076 47454 -45304
c19176 47652 -38752
c8958 47520 -25144
c44256 48576 52976
c1438 48708 52976
c1752 47058 60032
c37661 48510 -55384
c44906 48642 -22624
c2371 48906 -5992
c49180 47916 -43288
c15113 47718 49448
c647 48774 43904
c521 48114 57008
c42979 47124 -52864
c31936 49038 -54880
c3622 47124 -45808
c37831 48114 -41272
c34030 47982 -45304
c14794 49368 -952
c32560 46464 -50848
c22807 48708 46928
c47282 47190 -42784
c3644 48048 32312
c22483 48510 -53368
c40857 47190 -41776
c40774 47718 -14056
c45999 47784 -17080
c49752 48444 -43288
c24063 48048 54488
c41633 47916 -38752
c4842 48246 -40264
c23377 48180 32312
c33593 48840 53984
c11972 48048 -2968
c15679 47850 41888
c44326 47586 41384
c36711 48642 -44296
c29717 48576 -43792
c2405 48576 -7000
c8425 48114 -14056
c9945 46530 -9016
c3956 48576 39872
c42785 47388 9632
c8929 48840 -43792
c11145 48246 -45304
c5501 49632 -952
c42552 48444 54488
c787 47718 -41776
c42222 48774 -39760
c51096 48708 22736
c33163 49170 -5992
c27098 48444 -38752
c27825 47190 -50344
c41174 48576 -27160
c34264 47916 40376
c4397 48642 -41272
c33677 47124 -42280
c41201 48840 52976
c42315 48708 -17080
c45200 47652 -42280
c19198 46464 -9520
c37589 48708 -43288
c31069 48642 -21616
c27038 47850 -31192
c6015 48972 52976
c12052 48246 -42784
c1020 49236 39368
c32085 48510 -52360
c46105 47454 59528
c32965 48774 -4984
c8611 48774 -53872
c51026 48510 -49336
c15741 48378 41888
c23514 49500 -5488
c23676 46464 -49840
c11946 47916 -42280
c24160 47916 -26152
c10590 48444 -42280
c23248 48642 -53368
c49625 49368 -6496
c28768 46266 -20104
c49303 48576 -57904
c7309 48774 -42784
c19377 49236 1064
c19769 48246 -41776
c47040 48576 -32704
c36986 49038 -42784
c31577 48510 44408
c19752 48774 1568
c16073 49434 -5992
c32053 48576 -40768
c25420 48444 -59416
c2797 49368 -43792
c44010 46860 -60424
c9120 47982 34328
c5386 48048 -52864
c1557 47652 9632
c50945 48378 49448
c6676 49104 52976
c23871 47388 -45808
c36538 48906 16688
c4556 48180 -22120
c30224 49170 -41272
c24206 47454 -9016
c3186 48906 -39256
c19135 47520 -50848
c43018 47454 -25648
c15909 48972 -42280
c43238 49302 61544
c25881 48774 60536
c33951 47982 60032
c12036 49566 60536
c7567 49500 61040
c34422 48774 60032
c13890 48708 -28168
c41878 49104 38360
c4056 49236 43400
c49327 48840 -54376
c4583 47916 -45808
c50680 48774 -41776
c16312 48774 -40264
c17626 46662 33824
c11795 48840 -11032
c48311 49038 -44800
c20011 47190 -21112
c7784 48708 -38752
c50210 48444 40376
c37338 48774 -45304
c46055 49038 -4984
c16879 48906 41888
c15721 48840 -17584
c25133 49236 -42280
c507 48180 40880
c23451 49302 -4984
c6660 48444 -45808
c43420 47520 -49840
c17418 48642 -14056
c30786 48048 -26152
c12665 49302 -54880
c8842 48708 -45808
c2686 47586 36344
c35939 48708 -27160
c19595 48906 10640
c22641 47916 -50848
c17181 48774 42392
c3775 49038 -48328
c41756 47124 -8512
c43517 48510 -51856
c36842 47058 -47320
c21053 48972 53480
c1483 49038 -58408
c13864 47454 44912
c32773 49170 42896
c32736 49104 -40768
